DISTRICTCODE,CHILDREN,FEMALE,ELDERLY,FHEAD,FAMILYSIZE,NOELECTRIC,LOWEDU,GROWTH,POVERTY,ILLITERATE,NOTRAINING,DPRONE,RENTED,NOSEWER,TAPWATER,POPULATION,PROVINCE,Sustainability_Index
9112,0.136337436,0.4988641373,0.01027362425,0.1100970425,3.407231978,0.7275878004,0.2896825397,0.02715096291,0.3923,0.26268059050000003,0.9965341959,0.8332948244,0.0,0.5226432531999999,0.0,29731,Papua Barat,0.45393797038999995
9436,0.1188113299,0.4850720301,0.0,0.1203010888,3.219006228,0.5534298132,0.2200510418,0.02120946258,0.4363,0.4211565496,1.0,1.0,0.00842331646,0.1865226937,0.0,72206,Papua Tengah,0.46224289864999996
9414,0.09847522236,0.4972681067,0.012346463359999999,0.1289636596,4.462927083,0.7313453996,0.4719871466,0.01330496077,0.2575,0.2363753817,1.0,1.0,0.03076414158,0.4276735504,0.0,94671,Papua Tengah,0.47022654083499993
9417,0.09919735729,0.4808212072,0.0028529307399999997,0.1405694866,3.772102363,0.6576901291999999,0.2653774996,0.01289007046,0.306,0.3873255444,1.0,1.0,0.047371402089999994,0.19844498219999998,0.00211111683,73473,Papua Tengah,0.479178740926
9428,0.1062697339,0.4905277402,0.02160577357,0.08129084967000001,4.528186275,0.5614787582,0.38316107889999995,0.020267987839999998,0.2988,0.2939840517,1.0,0.6172385621,0.0,0.7912581699000001,0.0,22313,Papua Tengah,0.49649247876999997
9402,0.06407156558999999,0.48555161220000004,0.0030023236199999996,0.08961313238,3.394595373,0.4207545359,0.3377292179,0.013814054769999999,0.3862,0.2491350875,0.9976960737,0.9969920963,0.09287702794,0.5660458865,0.01630347829,212811,Papua Tengah,0.515220142668
5317,0.1311352827,0.48711715499999997,0.03157515523,0.1514140479,5.770136426,0.5116075952,0.3425442929,0.01956485962,0.3013,0.23076172620000002,0.9879993711,0.9410274774,0.00015721348,0.39202054259999997,0.0,331894,Nusa Tenggara Timur,0.521292578095
5316,0.1429789048,0.4837133319,0.047574401589999996,0.1386146077,5.306022462,0.37453832820000005,0.3896802845,0.01619748702,0.3601,0.1846842367,0.9946483757,0.9292982587999999,0.010326373710000001,0.3388859576,0.0,70719,Nusa Tenggara Timur,0.5309076561799999
9415,0.1076707994,0.4909831802,0.00397737125,0.1135284976,3.875509261,0.1870721156,0.5541609863,0.02647403689,0.2716,0.372687856,1.0,0.9974799446,0.0015540341899999998,0.6025032551,0.0,92909,Papua Tengah,0.542078250535
5319,0.1199104745,0.5061450313,0.03570993733,0.1283455088,4.604970235,0.4669612968,0.4924427364,0.01337630624,0.268,0.07853030334,0.997526426,0.8542900018,0.005887106079999999,0.1064956053,0.022542504249999998,280118,Nusa Tenggara Timur,0.5450702855289999
5301,0.1230152711,0.4821384381,0.0365453544,0.1581315888,5.219759157,0.42414267260000005,0.2861113514,0.0153323509,0.2928,0.1912269363,0.999791658,0.9917079878,0.03054293929,0.5090212092,0.0,125776,Nusa Tenggara Timur,0.555730722325
5320,0.1226986434,0.4884161381,0.056520877379999994,0.2058823529,4.096715987,0.36994767230000003,0.39622722590000004,0.03094234266,0.3107,0.12240031130000001,0.9968422952,0.9906171057000001,0.00676651029,0.1448484302,0.00460122699,91512,Nusa Tenggara Timur,0.5559265803579999
5304,0.12330694660000001,0.5087469031,0.04850182578,0.1772867188,4.18270281,0.4307146532,0.42540901220000005,0.00076343816,0.2944,0.1673075219,0.9824518645000001,0.9795632825,0.0043780070599999995,0.05956797646,0.1086738701,463980,Nusa Tenggara Timur,0.558364363265
9432,0.05151249814,0.4677427349,0.0,0.02364587931,3.816697144,0.1416861088,0.1961809932,0.01510765247,0.3497,0.44599467,1.0,1.0,0.00107194653,0.8034554512,0.0,60822,Papua Tengah,0.5704264287599999
1224,0.0994111152,0.5055649614,0.03419948473,0.1562369774,4.717669121,0.3030629254,0.3436308372,0.00807242717,0.29059999999999997,0.09666108137,0.977809418,0.7381233505,0.0026045284099999997,0.35418113630000003,0.02417002361,136090,Sumatera Utara,0.5909976318565
9103,0.1402832237,0.46271752159999996,0.01736932499,0.07924073516,4.648840012,0.1655619162,0.2759038089,0.020871143380000002,0.36369999999999997,0.09001130795,0.9511901174999999,0.8091292558000001,0.1520036155,0.1497438988,0.0,31072,Papua Barat,0.6028903492325001
9427,0.08881266491,0.4924538259,0.040369393139999994,0.17293413170000002,4.538922156,0.2582035928,0.3212919677,0.03030723799,0.374,0.1228354665,0.9877844311,0.6225149701,0.012455089820000001,0.1499401198,0.1765269461,19104,Papua Tengah,0.6048455555300001
5305,0.1166911546,0.504857448,0.04949378166,0.1541936958,4.379199409,0.2671624211,0.397729225,0.010449768889999999,0.2352,0.1031522401,0.9960269325,0.9772867113,0.05175535749,0.11724065189999999,0.02898932897,249711,Nusa Tenggara Timur,0.606673161809
1201,0.1051788769,0.5128725843,0.02650216545,0.1357861801,5.179062842,0.32170995589999996,0.3420056335,0.00515559896,0.18109999999999998,0.1665514296,0.9877860293,0.43310589210000006,0.01081916538,0.5133260451999999,0.020356617789999996,137588,Sumatera Utara,0.6091157729129999
8108,0.1104662357,0.4967817357,0.057557419889999996,0.1352605755,4.82097865,0.2387614375,0.3469572674,0.00059415662,0.3018,0.04556417947,0.9972815276,0.9674446360000001,0.0,0.41778278739999997,0.03308579764,72673,Maluku,0.6094466549975
1225,0.1300018677,0.5196339357,0.03161040295,0.1668514412,4.748780488,0.202383592,0.2777237755,0.00571839591,0.2723,0.17372636889999998,1.0,0.8104767184,0.00360310421,0.37200665190000004,0.0,85801,Sumatera Utara,0.61011575994
9109,0.1359272727,0.4836363636,0.01185454545,0.10268869450000001,4.454162617,0.07256235828,0.2757724516,0.00468645009,0.3599,0.124400303,0.9915775834,0.9167476514,0.014901198570000001,0.32912212500000004,0.0,13785,Papua Barat,0.617491615154
1410,0.09037797307,0.4876049318,0.043841815320000005,0.13299432360000002,4.327719962,0.15690633869999998,0.3493138176,0.00617459207,0.2899,0.07094491074999999,0.9952223273,0.9077341533000001,0.06861400189,0.04976348155,0.0,183297,Riau,0.6186099230075
5303,0.1092467568,0.48770223459999995,0.04578414725,0.1400591187,4.571451637,0.22677480249999998,0.3699995054,0.04474427925,0.2291,0.1105458361,0.9729370559999999,0.8825947637999999,0.0164563565,0.0852749764,0.0320184808,372777,Nusa Tenggara Timur,0.6202369344349999
5321,0.111367148,0.5255534942,0.054197252980000006,0.1807114045,4.572521697,0.2382349346,0.3972118375,0.00102598435,0.16519999999999999,0.162055003,0.963403007,0.887984354,0.0067473414,0.293704926,0.00914313654,186312,Nusa Tenggara Timur,0.620731614313
9111,0.09094884128,0.48115435069999996,0.01928290337,0.1349621873,4.434748885,0.10975373279999999,0.2237463714,0.02221591241,0.34020000000000006,0.1291005291,0.9804149699,0.8714368819,0.06534807058,0.2456854761,0.0,22983,Papua Barat,0.623062218365
9426,0.1094997611,0.48430355560000005,0.025626151639999997,0.1304942966,4.457186312,0.06965779468,0.3151260504,0.020734266720000002,0.30820000000000003,0.1466452083,1.0,0.8661596958,0.07437262357,0.09946768061,0.0,29480,Papua Tengah,0.6243427522589999
8105,0.132676343,0.48044561080000003,0.025547640729999998,0.107584435,4.996788524,0.420061018,0.34135381189999997,0.01347879684,0.2713,0.0735219652,0.985869507,0.8300594123,0.06053631644,0.43643954399999996,0.2695498582,93780,Maluku,0.626276401475
1214,0.07407159435999999,0.5034496391,0.02790636876,0.1300363549,4.711955052,0.34768500439999994,0.1998649871,0.00997919829,0.1848,0.1724966687,0.9915872967999999,0.8832286752999999,0.00827749902,0.4380013821,0.0383529129,314395,Sumatera Utara,0.62683933333
9104,0.1169413337,0.45097559779999996,0.0125352503,0.0651607298,4.099913119,0.06315578427,0.2706979711,0.01744416766,0.3432,0.06698909051,0.9899084408000001,0.9054334024,0.1402793557,0.188197554,0.0,61794,Papua Barat,0.6337557839045
5302,0.12732194460000001,0.48783062899999996,0.04393436637,0.1457262785,4.742296761,0.1832966288,0.4032162117,0.01276120865,0.3103,0.1162298855,0.9965177782000001,0.9857323017999999,0.034690458710000004,0.3413895006,0.21860824059999998,252704,Nusa Tenggara Timur,0.63605540778
9110,0.07203655811,0.5084992593,0.019534486650000002,0.18649045520000002,4.177365219,0.060310467799999996,0.2901290986,0.00090719779,0.34869999999999995,0.06366686509,0.9997902245,1.0,0.01573316551,0.5752045312,0.03209565765,39191,Papua Barat,0.6366776434165
1301,0.08685161479999999,0.48116723499999997,0.02751566093,0.0885133952,3.864340746,0.2739887936,0.36864273750000004,0.01965158623,0.1467,0.05901252946,0.9186219576000001,0.31859569249999997,0.02779723341,0.3320346699,0.00555944668,88692,Sumatera Barat,0.6381558405719999
6103,0.09609691546,0.48064555740000003,0.03053710045,0.07012914705,4.43608613,0.2795845992,0.37210425030000005,0.01346415917,0.1223,0.1071433962,1.0,0.9211924618,0.00165821421,0.43128094019999996,0.027063992539999998,367790,Kalimantan Barat,0.640918731693
8107,0.1224607198,0.4908945457,0.02663322907,0.1199036323,5.15437361,0.1600722758,0.3090226221,0.01432492069,0.2359,0.05154259024,0.9936527057000001,0.7260470719,0.04554299481,0.4611749444,0.0,111573,Maluku,0.643130762989
5308,0.1132174713,0.5289545391,0.06969252011,0.2401555664,4.159182061,0.1988028683,0.41158135770000004,0.022136049560000003,0.2648,0.05145441514,0.9705274672,0.8876093826,0.03099173554,0.09027102577000001,0.17227758869999998,137714,Nusa Tenggara Timur,0.645799578154
5315,0.1185615248,0.5045472776,0.03457917152,0.1098076517,4.61151624,0.23055379410000001,0.431186629,0.02266795647,0.1886,0.08531189738,0.9960015500999999,0.9660924398999999,0.036796308039999996,0.2567638977,0.135894455,263207,Nusa Tenggara Timur,0.6470133532229999
5307,0.12140575079999999,0.5147621611000001,0.04812578082,0.1825727111,4.734662864,0.1760029926,0.37357385880000005,0.007287490129999999,0.2167,0.07174933258,0.9802674647,0.3597680726,0.01435518564,0.15355840269999999,0.0733657533,202890,Nusa Tenggara Timur,0.647664073433
8208,0.1311896982,0.4893366074,0.032483226670000004,0.07876353475,4.516154384,0.3505064618,0.372913371,0.01128473196,0.0717,0.08890817644,1.0,0.8404645477,0.00349283968,0.42804750259999996,0.05274187915,51928,Maluku Utara,0.6496638513540001
6107,0.09760381815000001,0.48576067700000003,0.03063127337,0.07613774345999999,3.948516198,0.2501044247,0.4163713426,0.01416224567,0.102,0.1225716046,0.9925494196,0.9665258148,0.005857496720000001,0.2614988586,0.05863325076,407901,Kalimantan Barat,0.650264323132
8106,0.11710892299999999,0.4909514477,0.03969157464,0.1108324686,4.912198778,0.12613859100000002,0.26189607509999996,0.00291449482,0.25489999999999996,0.051449915920000006,0.9950420846,0.9517468004,0.011184134670000002,0.4346535224,0.0,170494,Maluku,0.651300383147
3527,0.08065827942,0.5137066527999999,0.05103109996,0.20474674329999998,4.149660544,0.0008947924,0.462131488,0.01135022605,0.23559999999999998,0.2348423003,0.9942533479,0.9370040092,0.01098944058,0.16863796090000002,0.133897429,958082,Jawa Timur,0.651374459075
3526,0.07955606886,0.5226852611999999,0.06740503814,0.2624541357,4.187273379,0.0005920765499999999,0.4783315734,0.0082244098,0.2132,0.1810243909,1.0,0.9910497042,0.00801248115,0.0565541145,0.08473609376,970894,Jawa Timur,0.6539654087969999
5314,0.1237455021,0.49142166940000004,0.055839778410000006,0.153610634,3.936250716,0.10076419489999999,0.35470136680000003,0.03904963462,0.28809999999999997,0.1046166726,0.9815796679000001,0.9856122271,0.037288726259999995,0.3127473676,0.15179349309999998,159614,Nusa Tenggara Timur,0.6548781537299999
9419,0.09102149265,0.4650514298,0.01567884671,0.07247695984,4.325065423,0.1810217317,0.3184165765,0.0187517278,0.1375,0.12305733220000001,0.9503925361000001,0.6109910115,0.16679940840000002,0.20571168509999999,0.0,38210,Papua Tengah,0.656324567355
9107,0.1053760383,0.47225480789999996,0.03029872146,0.08068159496999999,4.144225103,0.0996857199,0.264535954,0.04543405663,0.3286,0.0698013245,0.9879198586,0.9401394618000001,0.02563347083,0.1491357297,0.12689059119999999,84906,Papua Barat,0.656710382485
9108,0.1278729539,0.4685777288,0.01605037741,0.1356137169,4.073939708,0.11099594019999999,0.3198266355,0.015309873949999999,0.2,0.07850144653,0.9682992140000001,0.8580806771999999,0.1707696294,0.33739310699999997,0.0017275632699999999,47301,Papua Barat,0.6583971123094999
3513,0.07597840533,0.5121407139,0.0671915924,0.1304621058,3.67947033,0.0017608891199999998,0.49473500870000003,0.00647310972,0.2052,0.15366716179999998,0.9952660154999999,0.9132857808,0.00669265467,0.34103190650000004,0.09141630354000001,1155214,Jawa Timur,0.6591107573089999
5306,0.1128349987,0.5001363025,0.03635047612,0.17419520659999999,4.557004862,0.1314656557,0.3488423691,0.01639877863,0.1595,0.13445471639999998,0.9952879693,0.9122919746,0.06050675748,0.17802908609999998,0.04195849129,213596,Nusa Tenggara Timur,0.661754004293
3529,0.06472578199,0.5249304248,0.07285724073,0.2035361163,3.302309513,0.00262625274,0.425763313,0.0039630559999999995,0.1962,0.21287964729999997,1.0,0.9676656007,0.0090069157,0.170403752,0.08614047853000001,1081204,Jawa Timur,0.662046401113
6110,0.07818276554999999,0.49007766169999994,0.03123340694,0.07329980483,3.781620628,0.2023344843,0.4144898874,0.01642456713,0.12539999999999998,0.11546080959999999,0.9930753641,0.8625581744,0.04796577091,0.2960704098,0.09876520041999999,202306,Kalimantan Barat,0.662173538674
7208,0.1056519069,0.4871291532,0.042430595259999995,0.09065711671000001,4.155198508,0.0804853583,0.4586266261,0.02040090775,0.17550000000000002,0.0803598066,1.0,0.8869579755,0.011579614250000002,0.4517105448,0.05947310995,474339,Sulawesi Tengah,0.6622995854249999
9404,0.09584169377,0.4691690307,0.02141423926,0.0908283761,4.277427565,0.073633431,0.2581881678,0.017015439400000002,0.25379999999999997,0.09158389322999999,0.9637455977,0.7677054663,0.10402793810000001,0.10157151739999999,0.03326526384,145101,Papua Tengah,0.6633205574135
3304,0.08250646956,0.4989759505,0.07625247236,0.11757387650000001,3.897227068,0.00159894658,0.4944031333,0.00574071612,0.1721,0.09804559248,0.9965156645000001,0.9183211916,0.01085060538,0.19829502699999998,0.043740166909999996,912917,Jawa Tengah,0.6679309351989999
1705,0.08589579076,0.48614081499999995,0.04084617862,0.08088235294,3.867830882,0.033496732030000004,0.3548229079,0.01104369023,0.2073,0.06233283074,0.9932802288000001,0.8912990196,0.00590277778,0.1833946078,0.0,189874,Bengkulu,0.6685372927979999
9420,0.106839713,0.46633079600000005,0.02944344048,0.09360896783,3.987698355,0.044475178340000004,0.33010606099999995,0.01424528339,0.16690000000000002,0.1634375639,0.9888630077,0.9681176299,0.00713349833,0.1445625273,0.0092444315,55018,Papua Tengah,0.6688523068969999
3511,0.06661006775,0.5128630154,0.08491009496,0.1485302994,3.153223323,0.0,0.5083546199,0.00490772236,0.1454,0.1809486874,0.9913406938,0.984171823,0.01519587112,0.5373327366,0.08784125016000001,768912,Jawa Timur,0.6705527539370001
7501,0.07286903543,0.49239702110000005,0.03804987249,0.1110189514,3.952169105,0.07522746695,0.5133455605,0.02776893896,0.21850000000000003,0.062277494630000006,0.9858492937,0.8904891168,0.00273965717,0.5782184688,0.19715477809999998,158333,Gorontalo,0.6724920039605
1613,0.08484099998,0.496161331,0.03520562007,0.1346339658,3.845239808,0.00326871287,0.44773821939999997,0.012281375340000001,0.1949,0.07418723529,0.9805727443000001,0.8676890817,0.028513866330000002,0.3834261867,0.06451082376,187635,Sumatera Selatan,0.6754896039745
5310,0.10182184250000001,0.5260874093000001,0.05731561458,0.2048000944,4.671497228,0.24879113100000003,0.44965986129999996,0.00624863492,0.142,0.127338271,0.9534880292,0.5749941031,0.06734284703,0.1514034674,0.2726736643,317292,Nusa Tenggara Timur,0.675626786815
7502,0.09310599019,0.5008172815,0.04306752989,0.1205789354,4.068324804,0.041496886919999997,0.46690237549999997,0.00468230104,0.20550000000000002,0.058641975310000004,0.9956645044,0.9000771478999999,0.00856233226,0.4183264335,0.12235007769999999,374923,Gorontalo,0.6756889855345001
1602,0.09674963673,0.48880424920000004,0.0413697251,0.09198638119,3.686017869,0.02922560154,0.44656205120000003,0.0139473455,0.1575,0.05526257271999999,0.9984507461,0.9892786144,0.01670360807,0.06879784293,0.02212371181,809203,Sumatera Selatan,0.676055928466
5208,0.1017461648,0.5088280646,0.04606429924,0.1616181293,3.5057141,0.00230511996,0.38360317600000005,0.00990785195,0.3206,0.1905962286,0.9979221454,0.9039641570000001,0.00754845622,0.23351514559999997,0.29661374630000004,216515,Nusa Tenggara Barat,0.676551814578
9413,0.07555967316000001,0.46137723639999995,0.00926460314,0.12005358040000001,3.674833957,0.08377518558000001,0.2946707352,0.02433693129,0.19899999999999998,0.132403437,1.0,1.0,0.053022269350000005,0.3489981582,0.08567282469,66209,Papua Tengah,0.676618401992
1506,0.08571864355,0.48724111309999996,0.05324021649,0.1014643806,3.758385881,0.03210172495,0.44709737050000004,0.00691011516,0.1258,0.08509046423,0.9980023277,0.9693400733,0.027289940420000002,0.10803064259999999,0.0051592057899999995,216777,Jambi,0.6770433209585001
7205,0.104888174,0.49158718819999997,0.03789602953,0.1066459525,4.119858117,0.08424989001,0.4220393791,0.00015051083,0.18170000000000003,0.06382185504,0.9932220634,0.9558815441999999,0.00452320722,0.42958095030000004,0.1065772107,299174,Sulawesi Tengah,0.677076279017
9102,0.1095408235,0.4724246498,0.01616669025,0.06932186769,4.26461492,0.2547333484,0.2448932121,0.025409220530000002,0.1722,0.06719901476000001,0.9843856076,0.9836312891,0.1350984386,0.279173267,0.137361394,56882,Papua Barat,0.6780517750909998
1704,0.0932757265,0.4824177961,0.0433065873,0.07334017004,3.912567402,0.0350325846,0.33296382729999996,0.01146174552,0.21539999999999998,0.05356160424,0.9866353501999999,0.9583512521,0.01941843925,0.235171524,0.03896920176,118586,Bengkulu,0.678188508701
1813,0.1018461336,0.475481243,0.04037842455,0.10067079599999999,3.911948392,0.06001182246,0.37487969200000004,0.00068720517,0.1561,0.07705474442,0.9897453031000001,0.9464134262,0.08540440515,0.3306432959,0.02945333984,152529,Lampung,0.6792681380129999
1806,0.0989930279,0.492564238,0.04465545919,0.09760196788,3.937286695,0.00197045604,0.3139086387,0.00471441758,0.2155,0.0536495138,0.9951897691,0.9920473425,0.03425760171,0.046911020389999995,0.00124280397,612100,Lampung,0.6800707467109999
9105,0.1008662582,0.4692644351,0.024424255229999997,0.06963795133,4.063358516,0.06686616953999999,0.17786698090000003,0.02584570425,0.2432,0.07680635934999999,0.9446134223,0.9026197016999999,0.09303865777,0.1332417582,0.025780023550000003,166780,Papua Barat,0.6806217697645001
6111,0.08339622642,0.4921122872,0.03224114128,0.09010896899000001,4.139678427,0.03463384897,0.4256922496,0.0170878748,0.0989,0.1271425559,1.0,0.993103711,0.0230511316,0.2165663339,0.00529604511,109101,Kalimantan Barat,0.6815372184030001
1807,0.08975150066,0.4849344156,0.04286239298,0.1004575981,3.627913484,0.010024361340000001,0.4100275957,0.01026131163,0.1406,0.08275035328,0.9987572426,1.0,0.00845239663,0.07586581512,0.0,441922,Lampung,0.681898435385
7412,0.09865348455999999,0.5005155577,0.03981925153,0.18238001310000002,4.33583169,0.110190664,0.21564276799999998,0.025379470780000003,0.18100000000000002,0.06076511557,0.9980276134,1.0,0.02721893491,0.38685075609999997,0.0,33212,Sulawesi Tenggara,0.6822006846645
1115,0.09605023016,0.4957113759,0.04213876829,0.1634745272,3.872563682,0.00489675801,0.2896754512,0.01997559176,0.1934,0.10211478700000001,0.9852614821,0.7947703588999999,0.01290524894,0.2718544963,0.0,161329,Aceh,0.682232112668
9408,0.07381818950999999,0.4860658513,0.02329764273,0.1498180164,4.300090992,0.2959963603,0.2743350648,0.01960583285,0.2682,0.10692377110000001,0.9696087352,0.8583712466,0.09949954504000001,0.07142857142999999,0.39781619650000005,95007,Papua Tengah,0.6827151418549999
3317,0.07136155171,0.501558749,0.06933844367,0.1807641343,3.465917624,0.0,0.4477535435,0.007729699519999999,0.18350000000000002,0.09038854104,0.9818076413,0.9537709806,0.0057972614799999996,0.1560457155,0.100601811,628922,Jawa Tengah,0.6843490495190001
3509,0.07434878078,0.5086229129000001,0.07288752847999999,0.16007677050000002,3.458619727,0.000732369,0.47797754589999997,0.0040441,0.11,0.1231755959,0.9967328363,0.968345701,0.03379726202,0.3087049322,0.042052798960000005,2430185,Jawa Timur,0.685091114722
7505,0.1029492662,0.4926534523,0.044318847269999996,0.06914893617,3.996666667,0.03840425532,0.4819307944,0.010103764930000002,0.1923,0.04589379148,0.9610638298,0.8663120567,0.01939716312,0.5240070922000001,0.1491843972,112975,Gorontalo,0.685292340494
1804,0.09204444258000001,0.48864502020000006,0.05807655431,0.1177134077,3.580161682,0.00303109668,0.3753673233,0.00862941276,0.1635,0.07046019513,1.0,0.9782201037,0.013385015629999998,0.01869292686,0.01187994343,1027476,Lampung,0.6858456415855001
1112,0.09874918163,0.504634575,0.043575341989999995,0.20596197530000002,4.515200548,0.00955285185,0.3137247022,0.01685528605,0.18309999999999998,0.07161864562,0.9899803964,0.8449761956999999,0.024177739049999997,0.431496406,0.00336061238,145726,Aceh,0.686030049933
6102,0.10045773470000001,0.4811458816,0.03303739116,0.07774071828000001,4.14382454,0.08690452126,0.4538152202,0.01757006918,0.0751,0.1148127728,1.0,0.9182332726999999,0.00886058891,0.2174718685,0.061165015829999995,247084,Kalimantan Barat,0.687027899964
7606,0.112558279,0.48352411230000003,0.03098744882,0.10253238919999999,3.91951393,0.09832720077,0.3827659203,0.02819836657,0.0695,0.1179362271,0.9964132216,0.8601774837,0.02421075415,0.2570112241,0.0146563186,127601,Sulawesi Barat,0.687310501456
